Date,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop
2023-01-15,4,46719142,13711251,,117759.0,,13522850.0,,70642.0,231.0,293483,2521.0,471036328.0,10082298.0
2023-01-15,1,46010234,10004679,,130249.0,,9743203.0,8843.0,131227.0,402.0,217445,2831.0,35716069.0,776264.0
2023-01-15,5,131562772,7309154,,331510.0,,6536180.0,,441464.0,4798.0,55556,2520.0,19198152.0,145924.0
2023-01-15,2,19250195,5084978,,63496.0,,5011915.0,,9567.0,128.0,264152,3298.0,47916106.0,2489123.0
2023-01-15,3,18113361,1040463,,35940.0,,1004523.0,,0.0,759.0,57442,1984.0,3082403.0,170173.0
